hotelname,roomtype,country,city,propertytype,roomamenities,ratedescription,address,max,starrating
Hotel Bucintoro,Suite with Terrace and Lagoon View,Italy,Venice,Hotels,Additional bathroom: ;Additional toilet: ;Air conditioning: ;Alarm clock: ;Closet: ;Clothes rack: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Laptop safe box: ;Mini bar: ;Refrigerator: ;Satellite/cable channels: ;Slippers: ;Sofa: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;Wooden/parqueted flooring: ;,"Room size: 25 m²/269 ft², Balcony/terrace, Shower and bathtub, 1 king bed or 1 sofa bed",Castello 2135/A,321.48,4
Hotel El Cortijo,Single Room,Spain,Miajadas,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV [flat screen]: ;,"Bathtub, 1 single bed","Crt. de Don Benito, KM. 1 El Cortijo de Miajadas El Cortijo de Miajadas",54.25,2
Hotel El Cortijo,Double or Twin Room,Spain,Miajadas,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV [flat screen]: ;,"Bathtub, 1 double bed or 2 single beds","Crt. de Don Benito, KM. 1 El Cortijo de Miajadas El Cortijo de Miajadas",54.25,2
Hotel El Cortijo,Triple Room,Spain,Miajadas,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV [flat screen]: ;,"Bathtub, 1 sofa bed and 2 single beds or 1 single bed and 1 double bed and 1 sofa bed","Crt. de Don Benito, KM. 1 El Cortijo de Miajadas El Cortijo de Miajadas",54.25,2
Hotel Na Polboru,Single Room,Poland,Sieradz,Hotels,Air conditioning: ;Carpeting: ;Cleaning products: ;Closet: ;Clothes rack: ;Coffee/tea maker: ;Desk: ;Fan: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Linens: ;Satellite/cable channels: ;Smoke detector: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 12 m²/129 ft², Shower, 1 single bed",Stawiszcze 39A,79.72,3
Hotel Na Polboru,Triple Room,Poland,Sieradz,Hotels,Air conditioning: ;Carpeting: ;Cleaning products: ;Closet: ;Clothes rack: ;Coffee/tea maker: ;Desk: ;Fan: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Linens: ;Satellite/cable channels: ;Smoke detector: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 16 m²/172 ft², Shower, 1 single bed and 1 double bed",Stawiszcze 39A,79.72,3
Hotel Na Polboru,Apartment,Poland,Sieradz,Hotels,Additional bathroom: ;Additional toilet: ;Air conditioning: ;Bathrobes: ;Carpeting: ;Cleaning products: ;Closet: ;Clothes rack: ;Coffee/tea maker: ;Desk: ;Fan: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Laptop safe box: ;Linens: ;Mini bar: ;Mirror: ;Refrigerator: ;Satellite/cable channels: ;Seating area: ;Slippers: ;Smoke detector: ;Sofa: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;Whirlpool bathtub: ;,"Room size: 28 m²/301 ft², Balcony/terrace, 2 bathrooms, Shower and bathtub, Executive lounge access, 1 queen bed or 1 sofa bed",Stawiszcze 39A,79.72,3
Hotel Na Polboru,Double Room,Poland,Sieradz,Hotels,Air conditioning: ;Carpeting: ;Cleaning products: ;Closet: ;Clothes rack: ;Coffee/tea maker: ;Desk: ;Fan: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Linens: ;Satellite/cable channels: ;Smoke detector: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 14 m²/151 ft², Balcony/terrace, Shower, 1 queen bed",Stawiszcze 39A,79.72,3
Hotel Na Polboru,Twin Room,Poland,Sieradz,Hotels,Air conditioning: ;Carpeting: ;Cleaning products: ;Closet: ;Clothes rack: ;Coffee/tea maker: ;Desk: ;Fan: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Linens: ;Satellite/cable channels: ;Smoke detector: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 14 m²/151 ft², Balcony/terrace, Shower, 2 single beds",Stawiszcze 39A,79.72,3
The Bear Hotel by Greene King Inns,Standard Twin Room,United Kingdom,Newbury,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Free Wi-Fi in all rooms!: ;Heating: ;In-room safe box: ;Ironing facilities: ;Shower: ;TV [flat screen]: ;,"Bathtub, 2 single beds",Charnham St,174.23,3
The Bear Hotel by Greene King Inns,Standard Double Room,United Kingdom,Newbury,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Free Wi-Fi in all rooms!: ;Heating: ;In-room safe box: ;Ironing facilities: ;Shower: ;TV [flat screen]: ;,"Free breakfast for {0}, Free Wi-Fi, Extra low price! (non-refundable)",Charnham St,174.23,3
The Bear Hotel by Greene King Inns,Standard Double Room with a View,United Kingdom,Newbury,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Free Wi-Fi in all rooms!: ;Heating: ;In-room safe box: ;Ironing facilities: ;TV [flat screen]: ;,"Balcony/terrace, Shower and bathtub, 1 double bed",Charnham St,174.23,3
The Bear Hotel by Greene King Inns,Superior Double Room,United Kingdom,Newbury,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Free Wi-Fi in all rooms!: ;Heating: ;In-room safe box: ;Ironing facilities: ;Sofa: ;TV [flat screen]: ;,"Shower, 1 double bed",Charnham St,174.23,3
The Wight Mouse Inn,Standard Double Room,United Kingdom,Isle of Wight,Hotels,Air conditioning: ;Carpeting: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;TV [flat screen]: ;,"Shower, 1 double bed","Church Place, Chale.",116.16,3
The Wight Mouse Inn,Family Room,United Kingdom,Isle of Wight,Hotels,Air conditioning: ;Carpeting: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;TV [flat screen]: ;,"Shower, 1 double bed and 2 sofa beds","Church Place, Chale.",116.16,3
The Wight Mouse Inn,Premium Sea View Double,United Kingdom,Isle of Wight,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;TV: ;,"Shower, 1 queen bed","Church Place, Chale.",116.16,3
The Wight Mouse Inn,Standard Twin Room,United Kingdom,Isle of Wight,Hotels,Air conditioning: ;Carpeting: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;TV [flat screen]: ;,"Shower, 2 single beds","Church Place, Chale.",116.16,3
Hotel Astoria - Astotel,Standard Double Room,France,Paris,Hotels,Air conditioning: ;Blackout curtains: ;Carpeting: ;Closet: ;Coffee/tea maker: ;Complimentary tea: ;Daily housekeeping: ;Desk: ;Free bottled water: ;Free instant coffee: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;iPod docking station: ;Ironing facilities: ;Linens: ;Mini bar: ;Mirror: ;Satellite/cable channels: ;Smoke detector: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Trouser press: ;Wake-up service: ;,"Room size: 14 m²/151 ft², Non-smoking, Shower and bathtub, 1 double bed",42 Rue De Moscou,322.88,3
Hotel Astoria - Astotel,Single Room,France,Paris,Hotels,Air conditioning: ;Blackout curtains: ;Carpeting: ;Closet: ;Coffee/tea maker: ;Daily housekeeping: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;iPod docking station: ;Ironing facilities: ;Mini bar: ;Satellite/cable channels: ;Smoke detector: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Trouser press: ;Wake-up service: ;,"Room size: 12 m²/129 ft², Shower, 1 single bed",42 Rue De Moscou,322.88,3
Hotel Astoria - Astotel,Standard Twin Room,France,Paris,Hotels,Air conditioning: ;Blackout curtains: ;Carpeting: ;Closet: ;Complimentary tea: ;Desk: ;Free bottled water: ;Free instant coffee: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;iPod docking station: ;Linens: ;Mini bar: ;Mirror: ;Satellite/cable channels: ;Smoke detector: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 14 m²/151 ft², Non-smoking, Shower and bathtub, 2 single beds",42 Rue De Moscou,322.88,3
Hotel Astoria - Astotel,Run of House,France,Paris,Hotels,Air conditioning: ;Blackout curtains: ;Coffee/tea maker: ;Daily housekeeping: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;In-room safe box: ;Mini bar: ;Satellite/cable channels: ;Shower: ;Soundproofing: ;Telephone: ;Toiletries: ;,"Free Breakfast, Free Wi-Fi, Cancellation policy",42 Rue De Moscou,322.88,3
Hotel Astoria - Astotel,Superior Twin Room,France,Paris,Hotels,Air conditioning: ;Blackout curtains: ;Carpeting: ;Closet: ;Complimentary tea: ;Desk: ;Free bottled water: ;Free instant coffee: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;iPod docking station: ;Linens: ;Mini bar: ;Mirror: ;Satellite/cable channels: ;Smoke detector: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 17 m²/183 ft², Non-smoking, Shower and bathtub, 2 single beds",42 Rue De Moscou,322.88,3
Hotel Astoria - Astotel,Superior Double Room,France,Paris,Hotels,Air conditioning: ;Blackout curtains: ;Carpeting: ;Closet: ;Coffee/tea maker: ;Complimentary tea: ;Daily housekeeping: ;Desk: ;Free bottled water: ;Free instant coffee: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;iPod docking station: ;Ironing facilities: ;Linens: ;Mini bar: ;Mirror: ;Satellite/cable channels: ;Smoke detector: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 17 m²/183 ft², Non-smoking, Shower and bathtub, 1 double bed",42 Rue De Moscou,322.88,3
Hotel Astoria - Astotel,Superior Room,France,Paris,Hotels,Air conditioning: ;Blackout curtains: ;Coffee/tea maker: ;Daily housekeeping: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;In-room safe box: ;Mini bar: ;Satellite/cable channels: ;Shower: ;Soundproofing: ;Telephone: ;Toiletries: ;,"Free Wi-Fi, Cancellation policy",42 Rue De Moscou,322.88,3
Hotel Astoria - Astotel,Triple Room,France,Paris,Hotels,Air conditioning: ;Blackout curtains: ;Carpeting: ;Closet: ;Coffee/tea maker: ;Complimentary tea: ;Daily housekeeping: ;Desk: ;Free bottled water: ;Free instant coffee: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;iPod docking station: ;Linens: ;Mini bar: ;Mirror: ;Satellite/cable channels: ;Smoke detector: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Trouser press: ;Wake-up service: ;,"Room size: 19 m²/205 ft², Non-smoking, Shower and bathtub, 1 single bed and 1 double bed",42 Rue De Moscou,322.88,3
Hotel Astoria - Astotel,Apartment,France,Paris,Hotels,Air conditioning: ;Desk: ;Free bottled water: ;Free instant coffee: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;In-room safe box: ;Satellite/cable channels: ;Shower: ;Slippers: ;Towels: ;,"Room size: 27 m²/291 ft², 2 single beds and 1 double bed",42 Rue De Moscou,322.88,3
Hotel Astoria - Astotel,Apartment,France,Paris,Hotels,Air conditioning: ;Blackout curtains: ;Carpeting: ;Closet: ;Coffee/tea maker: ;Daily housekeeping: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;iPod docking station: ;Mini bar: ;Satellite/cable channels: ;Smoke detector: ;Soundproofing: ;Telephone: ;Toiletries: ;Wake-up service: ;,"Room size: 27 m²/291 ft², Shower, 2 bedrooms, 2 single beds or 1 queen bed",42 Rue De Moscou,322.88,3
Hotel Astoria - Astotel,Double (Double Bed) Standard,France,Paris,Hotels,Air conditioning: ;Closet: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Ironing facilities: ;Shower: ;TV: ;,"Free Wi-Fi, Extra low price! (non-refundable)",42 Rue De Moscou,322.88,3
Hotel Astoria - Astotel,DOUBLE (DOUBLE BED) SUPERIOR,France,Paris,Hotels,Air conditioning: ;Closet: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Ironing facilities: ;Shower: ;TV: ;,"Free Wi-Fi, Extra low price! (non-refundable)",42 Rue De Moscou,322.88,3
Janelas do Mar Apartamentos Turisticos,Studio,Portugal,Albufeira,Hotels,Air conditioning: ;Closet: ;Clothes rack: ;Coffee/tea maker: ;Daily housekeeping: ;Fan: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Kitchen: ;Kitchenware: ;Linens: ;Microwave: ;Refrigerator: ;Satellite/cable channels: ;Seating area: ;Separate dining area: ;Smoke detector: ;Sofa: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;Whirlpool bathtub: ;,"Room size: 30 m²/323 ft², Balcony/terrace, Separate shower/bathtub, Kitchenette, 2 single beds","Rua da Correeira, Lote 215",69.43,3
Janelas do Mar Apartamentos Turisticos,Studio Standard,Portugal,Albufeira,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV: ;,"Pay nothing until December 13, 2019, Free Wi-Fi, Free cancellation before December 15, 2019","Rua da Correeira, Lote 215",69.43,3
Janelas do Mar Apartamentos Turisticos,Apartment One Bedroom,Portugal,Albufeira,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV: ;,"Pay nothing until December 13, 2019, Free Wi-Fi, Free cancellation before December 15, 2019","Rua da Correeira, Lote 215",69.43,3
Janelas do Mar Apartamentos Turisticos,One-Bedroom Apartment,Portugal,Albufeira,Hotels,Air conditioning: ;Closet: ;Clothes rack: ;Coffee/tea maker: ;Daily housekeeping: ;Fan: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Kitchen: ;Kitchenware: ;Linens: ;Microwave: ;Refrigerator: ;Satellite/cable channels: ;Seating area: ;Separate dining area: ;Smoke detector: ;Sofa: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;Whirlpool bathtub: ;,"Room size: 44 m²/474 ft², Balcony/terrace, Separate shower/bathtub, Kitchenette, 2 single beds or 2 sofa beds","Rua da Correeira, Lote 215",69.43,3
Janelas do Mar Apartamentos Turisticos,Apartment Two Bedrooms,Portugal,Albufeira,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV: ;,"Pay nothing until December 13, 2019, Free Wi-Fi, Free cancellation before December 15, 2019","Rua da Correeira, Lote 215",69.43,3
Janelas do Mar Apartamentos Turisticos,Two-Bedroom Apartment,Portugal,Albufeira,Hotels,Air conditioning: ;Closet: ;Clothes rack: ;Coffee/tea maker: ;Daily housekeeping: ;Fan: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Kitchen: ;Kitchenware: ;Linens: ;Microwave: ;Refrigerator: ;Satellite/cable channels: ;Seating area: ;Separate dining area: ;Smoke detector: ;Sofa: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;Whirlpool bathtub: ;,"Room size: 63 m²/678 ft², Balcony/terrace, Separate shower/bathtub, Kitchenette, 2 bedrooms, 2 double beds or 2 single beds or 2 sofa beds","Rua da Correeira, Lote 215",69.43,3
Janelas do Mar Apartamentos Turisticos,Superior Apartment,Portugal,Albufeira,Hotels,Air conditioning: ;Closet: ;Clothes rack: ;Coffee/tea maker: ;Fan: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Kitchenware: ;Linens: ;Microwave: ;Refrigerator: ;Satellite/cable channels: ;Seating area: ;Separate dining area: ;Smoke detector: ;Sofa: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;Whirlpool bathtub: ;,"Room size: 80 m²/861 ft², Balcony/terrace, Shower and bathtub, Kitchenette, 2 bedrooms, 2 single beds or 1 queen bed or 2 sofa beds","Rua da Correeira, Lote 215",69.43,3
Janelas do Mar Apartamentos Turisticos,Penthouse Apartment,Portugal,Albufeira,Hotels,Air conditioning: ;Closet: ;Clothes rack: ;Coffee/tea maker: ;Fan: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Kitchenware: ;Linens: ;Microwave: ;Refrigerator: ;Satellite/cable channels: ;Seating area: ;Separate dining area: ;Smoke detector: ;Sofa: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;Whirlpool bathtub: ;,"Room size: 120 m²/1292 ft², Balcony/terrace, Shower and bathtub, Kitchenette, 2 bedrooms, 2 single beds or 1 queen bed or 2 sofa beds","Rua da Correeira, Lote 215",69.43,3
Waldstaetterhof Swiss Quality Hotel,Comfort Single Room,Switzerland,Luzern,Hotels,Air conditioning: ;Blackout curtains: ;Coffee/tea maker: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;In-room safe box: ;Mini bar: ;Telephone: ;Towels: ;TV [flat screen]: ;,"Room size: 14 m²/151 ft², Non-smoking, Shower, 1 single bed",Zentralstrasse 4,303.93,3
Waldstaetterhof Swiss Quality Hotel,Double,Switzerland,Luzern,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV: ;,"Free Breakfast, Free Wi-Fi, Extra low price! (non-refundable)",Zentralstrasse 4,303.93,3
Waldstaetterhof Swiss Quality Hotel,Single,Switzerland,Luzern,Hotels,Air conditioning: ;Coffee/tea maker: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV: ;,"Free Breakfast, Free Wi-Fi, Extra low price! (non-refundable)",Zentralstrasse 4,303.93,3
Waldstaetterhof Swiss Quality Hotel,Comfort Double Room,Switzerland,Luzern,Hotels,Air conditioning: ;Blackout curtains: ;Coffee/tea maker: ;Daily housekeeping: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;In-room safe box: ;Mini bar: ;Satellite/cable channels: ;Seating area: ;Telephone: ;Toiletries: ;Towels: ;,"Room size: 18 m²/194 ft², Non-smoking, Shower and bathtub, 1 double bed",Zentralstrasse 4,303.93,3
Waldstaetterhof Swiss Quality Hotel,Standard,Switzerland,Luzern,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV: ;,"Free Breakfast, Free Wi-Fi, Extra low price! (non-refundable)",Zentralstrasse 4,303.93,3
Waldstaetterhof Swiss Quality Hotel,Comfort Triple Room,Switzerland,Luzern,Hotels,Air conditioning: ;Coffee/tea maker: ;Daily housekeeping: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;In-room safe box: ;Mini bar: ;Satellite/cable channels: ;Seating area: ;Telephone: ;Toiletries: ;,"Room size: 28 m²/301 ft², Non-smoking, Shower and bathtub, 1 single bed and 1 double bed",Zentralstrasse 4,303.93,3
Waldstaetterhof Swiss Quality Hotel,Premium Double Room,Switzerland,Luzern,Hotels,Air conditioning: ;Blackout curtains: ;Coffee/tea maker: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;In-room safe box: ;Mini bar: ;Satellite/cable channels: ;Seating area: ;Telephone: ;Toiletries: ;,"Room size: 25 m²/269 ft², Non-smoking, Shower and bathtub, 1 double bed",Zentralstrasse 4,303.93,3
Waldstaetterhof Swiss Quality Hotel,Business Room,Switzerland,Luzern,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV: ;,"Free Breakfast, Free Wi-Fi, Extra low price! (non-refundable)",Zentralstrasse 4,303.93,3
Waldstaetterhof Swiss Quality Hotel,Standard Triple Room,Switzerland,Luzern,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV: ;,"Free Breakfast, Free Wi-Fi, Extra low price! (non-refundable)",Zentralstrasse 4,303.93,3
Waldstaetterhof Swiss Quality Hotel,Suite,Switzerland,Luzern,Hotels,Air conditioning: ;Blackout curtains: ;Coffee/tea maker: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;In-room safe box: ;Mini bar: ;Satellite/cable channels: ;Seating area: ;Telephone: ;Toiletries: ;,"Room size: 35 m²/377 ft², Non-smoking, Separate shower/bathtub, 1 double bed",Zentralstrasse 4,303.93,3
Waldstaetterhof Swiss Quality Hotel,Junior Suite,Switzerland,Luzern,Hotels,Air conditioning: ;Blackout curtains: ;Coffee/tea maker: ;Daily housekeeping: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;In-room safe box: ;Mini bar: ;Satellite/cable channels: ;Seating area: ;Telephone: ;Toiletries: ;,"Room size: 35 m²/377 ft², Non-smoking, Separate shower/bathtub, 1 double bed",Zentralstrasse 4,303.93,3
Waldstaetterhof Swiss Quality Hotel,Triple Room,Switzerland,Luzern,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV: ;,"Free Breakfast, Free Wi-Fi, Extra low price! (non-refundable)",Zentralstrasse 4,303.93,3
Waldstaetterhof Swiss Quality Hotel,Junior-Suite,Switzerland,Luzern,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV: ;,"Free Breakfast for 1, Pay nothing until November 13, 2019, Free Wi-Fi, Free cancellation before November 15, 2019",Zentralstrasse 4,303.93,3
Waldstaetterhof Swiss Quality Hotel,Standard Suite,Switzerland,Luzern,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV: ;,"Free Breakfast for 1, Pay nothing until November 13, 2019, Free Wi-Fi, Free cancellation before November 15, 2019",Zentralstrasse 4,303.93,3
